Elmntkey,Study_Area,Sub_Area,Date Time,Side,Unitdesc,Peak Hour_SDOT,Parking_Spaces,Total_Vehicle_Count,Dp_Count,Rpz_Count,TG_Car2Go,BMW_DN,Lime,Idling,Field Notes,Construction,Event Closure,Subarea Label,Study Year,Peak Hour? (Yes or No),RPZ Blocks,CSM,Time Stamp 
76717,South Lake Union,North,5/1/2019 15:00,N,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,2,1,,,,,,1,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 03:46:00 PM
76717,South Lake Union,North,5/1/2019 16:00,N,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,2,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 04:38:00 PM
76717,South Lake Union,North,5/1/2019 17:00,N,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,2,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 05:44:00 PM
76717,South Lake Union,North,5/1/2019 18:00,N,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,2,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 06:42:00 PM
76717,South Lake Union,North,5/1/2019 19:00,N,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,2,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 07:34:00 PM
76717,South Lake Union,North,5/1/2019 20:00,N,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,2,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:29:00 PM
76718,South Lake Union,North,5/1/2019 8:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,4,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:27:00 AM
76718,South Lake Union,North,5/1/2019 9:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,3,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 09:29:00 AM
76718,South Lake Union,North,5/1/2019 10:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,6,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 10:22:00 AM
76718,South Lake Union,North,5/1/2019 11:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,5,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 11:06:00 AM
76718,South Lake Union,North,5/1/2019 12:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,5,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 12:08:00 PM
76718,South Lake Union,North,5/1/2019 13:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,6,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 01:25:00 PM
76718,South Lake Union,North,5/1/2019 14:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,6,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 02:12:00 PM
76718,South Lake Union,North,5/1/2019 15:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,5,,,,,,1,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 03:37:00 PM
76718,South Lake Union,North,5/1/2019 16:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,4,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 04:31:00 PM
76718,South Lake Union,North,5/1/2019 17:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,4,,,,,,1,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 05:32:00 PM
76718,South Lake Union,North,5/1/2019 18:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,5,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 06:30:00 PM
76718,South Lake Union,North,5/1/2019 19:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,2,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 07:28:00 PM
76718,South Lake Union,North,5/1/2019 20:00,S,ALOHA ST BETWEEN DEXTER AVE N AND 8TH AVE N,,8,3,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:22:00 PM
76721,South Lake Union,North,5/1/2019 8:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,10,5,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:05:00 AM
76721,South Lake Union,North,5/1/2019 9:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,10,5,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 09:05:00 AM
76721,South Lake Union,North,5/1/2019 10:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,11,5,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 10:18:00 AM
76721,South Lake Union,North,5/1/2019 11:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,12,5,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 11:44:00 AM
76721,South Lake Union,North,5/1/2019 12:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,12,5,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 12:04:00 PM
76721,South Lake Union,North,5/1/2019 13:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,12,5,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 01:38:00 PM
76721,South Lake Union,North,5/1/2019 14:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,13,5,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 02:32:00 PM
76721,South Lake Union,North,5/1/2019 15:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,8,3,,0,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 03:23:00 PM
76721,South Lake Union,North,5/1/2019 16:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,9,2,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 04:05:00 PM
76721,South Lake Union,North,5/1/2019 17:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,4,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 05:04:00 PM
76721,South Lake Union,North,5/1/2019 18:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,5,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 06:02:00 PM
76721,South Lake Union,North,5/1/2019 19:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,2,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 07:03:00 PM
76721,South Lake Union,North,5/1/2019 20:00,N,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,12,3,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:03:00 PM
76722,South Lake Union,North,5/1/2019 8:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,7,5,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:35:00 AM
76722,South Lake Union,North,5/1/2019 9:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,7,5,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 09:27:00 AM
76722,South Lake Union,North,5/1/2019 10:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,7,4,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 10:45:00 AM
76722,South Lake Union,North,5/1/2019 11:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,7,4,,,1,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 11:43:00 AM
76722,South Lake Union,North,5/1/2019 12:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,7,5,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 12:24:00 PM
76722,South Lake Union,North,5/1/2019 13:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,7,6,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 01:48:00 PM
76722,South Lake Union,North,5/1/2019 14:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,7,6,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 02:35:00 PM
76722,South Lake Union,North,5/1/2019 15:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,7,5,,,,,,illegal: no parking zone,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 03:24:00 PM
76722,South Lake Union,North,5/1/2019 16:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,3,2,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 04:29:00 PM
76722,South Lake Union,North,5/1/2019 17:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,2,2,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 05:29:00 PM
76722,South Lake Union,North,5/1/2019 18:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,1,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 06:22:00 PM
76722,South Lake Union,North,5/1/2019 19:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 07:26:00 PM
76722,South Lake Union,North,5/1/2019 20:00,S,ALOHA ST BETWEEN YALE AVE N AND EASTLAKE AVE E,,7,1,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:21:00 PM
77265,South Lake Union,South,5/22/2019 8:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 08:01:00 AM
77265,South Lake Union,South,5/22/2019 9:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 09:39:00 AM
77265,South Lake Union,South,5/22/2019 10:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 10:00:00 PM
77265,South Lake Union,South,5/22/2019 11:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 11:44:00 AM
77265,South Lake Union,South,5/22/2019 12:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 12:04:00 PM
77265,South Lake Union,South,5/22/2019 13:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 01:03:00 PM
77265,South Lake Union,South,5/22/2019 14:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 02:00:00 PM
77265,South Lake Union,South,5/22/2019 15:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 03:28:00 PM
77265,South Lake Union,South,5/22/2019 16:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 04:27:00 PM
77265,South Lake Union,South,5/22/2019 17:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 05:28:00 PM
77265,South Lake Union,South,5/22/2019 18:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,1,,,,,,1,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 06:21:00 PM
77265,South Lake Union,South,5/22/2019 19:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,2,,,,,,2,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 07:12:00 PM
77265,South Lake Union,South,5/22/2019 20:00,W,BOREN AVE N BETWEEN DENNY WAY AND JOHN ST,,7,0,,,,,,,,Yes,No,South Lake Union (South Subarea),2019,No,,,05/22/2019 08:22:00 PM
77982,South Lake Union,North,5/1/2019 8:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,2,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:26:00 AM
77982,South Lake Union,North,5/1/2019 9:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,2,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 09:21:00 AM
77982,South Lake Union,North,5/1/2019 10:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,2,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 10:03:00 AM
77982,South Lake Union,North,5/1/2019 11:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,2,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 11:07:00 AM
77982,South Lake Union,North,5/1/2019 12:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,2,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 12:07:00 PM
77982,South Lake Union,North,5/1/2019 13:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,2,,2,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 01:25:00 PM
77982,South Lake Union,North,5/1/2019 14:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,2,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 02:11:00 PM
77982,South Lake Union,North,5/1/2019 15:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,2,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 03:35:00 PM
77982,South Lake Union,North,5/1/2019 16:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,2,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 04:29:00 PM
77982,South Lake Union,North,5/1/2019 17:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 05:30:00 PM
77982,South Lake Union,North,5/1/2019 18:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,1,,,,,,1,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 06:29:00 PM
77982,South Lake Union,North,5/1/2019 19:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,1,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 07:25:00 PM
77982,South Lake Union,North,5/1/2019 20:00,E,DEXTER AVE N BETWEEN VALLEY ST AND ALOHA ST,,2,2,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:20:00 PM
77985,South Lake Union,North,5/1/2019 8:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:19:00 AM
77985,South Lake Union,North,5/1/2019 9:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 09:20:00 AM
77985,South Lake Union,North,5/1/2019 10:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 10:16:00 AM
77985,South Lake Union,North,5/1/2019 11:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 11:25:00 AM
77985,South Lake Union,North,5/1/2019 12:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,2,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 12:29:00 PM
77985,South Lake Union,North,5/1/2019 13:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 01:39:00 PM
77985,South Lake Union,North,5/1/2019 14:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 02:32:00 PM
77985,South Lake Union,North,5/1/2019 15:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 03:29:00 PM
77985,South Lake Union,North,5/1/2019 16:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 04:22:00 PM
77985,South Lake Union,North,5/1/2019 17:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 05:25:00 PM
77985,South Lake Union,North,5/1/2019 18:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 06:24:00 PM
77985,South Lake Union,North,5/1/2019 19:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 07:20:00 PM
77985,South Lake Union,North,5/1/2019 20:00,W,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,4,0,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:14:00 PM
77986,South Lake Union,North,5/1/2019 8:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,5,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:07:00 AM
77986,South Lake Union,North,5/1/2019 9:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,6,2,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 09:06:00 AM
77986,South Lake Union,North,5/1/2019 10:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,7,2,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 10:06:00 AM
77986,South Lake Union,North,5/1/2019 11:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,8,2,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 11:10:00 AM
77986,South Lake Union,North,5/1/2019 12:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,9,2,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 12:18:00 PM
77986,South Lake Union,North,5/1/2019 13:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,5,2,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 01:28:00 PM
77986,South Lake Union,North,5/1/2019 14:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,3,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 02:21:00 PM
77986,South Lake Union,North,5/1/2019 15:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,5,2,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 03:12:00 PM
77986,South Lake Union,North,5/1/2019 16:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,5,1,,,,,1,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 04:04:00 PM
77986,South Lake Union,North,5/1/2019 17:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,5,,,,,,0,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 05:06:00 PM
77986,South Lake Union,North,5/1/2019 18:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,7,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 06:04:00 PM
77986,South Lake Union,North,5/1/2019 19:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,10,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 07:04:00 PM
77986,South Lake Union,North,5/1/2019 20:00,E,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,11,9,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:03:00 PM
77989,South Lake Union,North,5/1/2019 8:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,5,1,,,,1,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:15:00 AM
77989,South Lake Union,North,5/1/2019 9:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,6,1,,,,1,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 09:17:00 AM
77989,South Lake Union,North,5/1/2019 10:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,5,1,,,,1,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 10:14:00 AM
77989,South Lake Union,North,5/1/2019 11:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,6,1,,,,1,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 11:22:00 AM
77989,South Lake Union,North,5/1/2019 12:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,5,1,,,,1,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 12:27:00 PM
77989,South Lake Union,North,5/1/2019 13:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,5,1,,,,1,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 01:36:00 PM
77989,South Lake Union,North,5/1/2019 14:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,5,1,,,,1,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 02:29:00 PM
77989,South Lake Union,North,5/1/2019 15:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,5,,,,,1,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 03:23:00 PM
77989,South Lake Union,North,5/1/2019 16:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,4,1,,,,,1,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 04:16:00 PM
77989,South Lake Union,North,5/1/2019 17:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,5,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 05:21:00 PM
77989,South Lake Union,North,5/1/2019 18:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,5,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 06:20:00 PM
77989,South Lake Union,North,5/1/2019 19:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,4,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 07:17:00 PM
77989,South Lake Union,North,5/1/2019 20:00,W,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,7,5,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:12:00 PM
77990,South Lake Union,North,5/1/2019 8:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,1,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:09:00 AM
77990,South Lake Union,North,5/1/2019 9:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,1,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 09:09:00 AM
77990,South Lake Union,North,5/1/2019 10:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,1,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 10:08:00 AM
77990,South Lake Union,North,5/1/2019 11:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,4,2,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 11:13:00 AM
77990,South Lake Union,North,5/1/2019 12:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,5,1,,1,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 12:20:00 PM
77990,South Lake Union,North,5/1/2019 13:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,3,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 01:30:00 PM
77990,South Lake Union,North,5/1/2019 14:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,4,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 02:24:00 PM
77990,South Lake Union,North,5/1/2019 15:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,4,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 03:14:00 PM
77990,South Lake Union,North,5/1/2019 16:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,1,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 04:06:00 PM
77990,South Lake Union,North,5/1/2019 17:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,5,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 05:12:00 PM
77990,South Lake Union,North,5/1/2019 18:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,5,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 06:08:00 PM
77990,South Lake Union,North,5/1/2019 19:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,5,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 07:08:00 PM
77990,South Lake Union,North,5/1/2019 20:00,E,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,,8,6,1,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:06:00 PM
77993,South Lake Union,North,5/1/2019 8:00,W,DEXTER AVE N BETWEEN COMSTOCK ST AND LEE ST,,9,3,,,,,,,,No,No,South Lake Union (North Subarea),2019,No,,,05/01/2019 08:14:00 AM
